folder,start_frame,end_frame,label,commentary,username,source_file,duration_sec
2021.06.09.12.39.51_veh-26_03733_03918,484,774,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,29.0
2021.08.17.13.15.12_veh-45_02124_02293,73,599,"Take a slight left into the left lane to avoid hitting the delivery truck, merge back into original lane. Stop at the stop sign and turn left. At the next stop sign make another stop and turn right.",Both,giovanni,./staging/labels - Jose Tapia.csv,52.6
2021.06.14.14.25.15_veh-26_04542_04617,124,320,ove into the right lane. Come to a slow stop to avoid hitting the red vehicle during the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,19.6
2021.06.09.17.37.09_veh-12_03420_03578,598,776,Stop at the red light.,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,17.8
2021.05.12.23.36.44_veh-35_00515_00701,422,844,Wait for people crossing before making a right turn. Briefly stop outside a building and look for oncoming vehicles before proceeding.,Both,giovanni,./staging/labels - Jose Tapia.csv,42.2
2021.06.09.14.03.17_veh-12_03344_03461,329,493,Turn left at the intersection.,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,16.4
2021.08.17.18.54.02_veh-45_01261_02086,941,2175,Turn left at the intersection. Briefly stop at the curb and look for oncoming traffic before proceeding. Stop at the stop sign and proceed. Stop at the next stop sign and turn right. Make another stop at the upcoming stop sign and proceed forward. Stop at the red light.,Both,giovanni,./staging/labels - Jose Tapia.csv,123.4
2021.08.17.15.02.08_veh-45_02111_02303,224,926, Briefly stop at the curb and look for oncoming traffic. Stop at the stop sign and turn right. Stop at the next stop sign and turn left. At the upcoming stop sign make a stop and procced straight. Turn left at the traffic light.,Both,giovanni,./staging/labels - Jose Tapia.csv,70.2
2021.06.09.14.50.36_veh-26_02826_02955,131,351,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,22.0
2021.06.09.14.58.55_veh-35_00193_01084,1779,2429,Briefly come to a stop behind the white vehicle and procced. Slow down to get beind the black vehicle and merge into the right lane. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,65.0
2021.08.17.18.54.02_veh-45_02105_02189,235,414,Turn right at the traffic light.,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,17.9
2021.09.15.14.27.22_veh-39_00580_00654,39,264, Stay behind the trailer. Stop at the stop sign and turn left.,Both,giovanni,./staging/labels - Jose Tapia.csv,22.5
2021.06.09.14.58.55_veh-35_01095_01484,642,1256, Briefly stop. let the people finish crossing before turning right. make a left turn. briefly stop and look for oncoming traffic.,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,61.4
2021.09.15.15.34.53_veh-28_01639_01805,355,782, Look for oncoming traffic before passing the vehicle in front and merging into the right lane and procced. Briefly stop. Merge into the left lane. Stop at the red light. Turn left at the traffic light.,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,42.7
2021.07.09.15.53.28_veh-38_03528_04262,2195,2378,Slow down and let the black vehicle merge in to avoid a crash.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,18.3
2021.06.14.16.32.09_veh-35_00574_00989,100,1524,"Turn right and stop at the red light. Turn left at the traffic light. Merge into the middle lane and stop at the red light. Speed up and merge into the right lane. Briefly stop behind the white vehicle, then continue. Slow down to merge further into the right lane and get behind the white vehicle. Merge into the right turning lane and take a right turn at the traffic lights.",Both,giovanni,./staging/labels - Jose Tapia.csv,142.4
2021.06.09.14.03.17_veh-12_02112_02202,106,303,Turn left at the traffic lights. Merge into the right lane. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,19.7
2021.08.17.13.15.12_veh-45_00565_00643,10,309,Stop at the stop sign and turn right. At the next stop sign stop once again and continue going straight. Take a right turn at the traffic light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,29.9
2021.06.09.12.39.51_veh-26_01491_01642,157,466,Turn into the Diamond Seven & Taxi services. Slow down and let the vehicle ahead go forward before merging into the right lane. Briefly stop and look for oncoming traffic.,Both,giovanni,./staging/labels - Jose Tapia.csv,30.9
2021.06.09.17.23.18_veh-38_01151_01532,70,1051,Look for oncoming vehicles and merge into the right lane. Wait for the pedestrains before turning right at the crosswalk.,Both,giovanni,./staging/labels - Jose Tapia.csv,98.1
2021.06.14.11.44.56_veh-35_01308_01584,972,1125,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,15.3
2021.06.14.11.44.56_veh-35_00059_00410,847,1351,Enter the building area and turn right at its stop sign. Slow down at the speed bump. Merge into the left lane. Slow down again for the next speed bump. Stop at the red light.,Both,giovanni,./staging/labels - Jose Tapia.csv,50.4
2021.10.11.08.31.07_veh-50_01576_01734,415,666,Merge into the left turn lane and turn left. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,25.1
2021.09.15.14.27.22_veh-39_00580_00654,189,343,Stop at the stop sign. Turn left.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,15.4
2021.06.14.16.32.09_veh-35_00016_00087,32,300,Let the pedestrains cross and continue. Stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,26.8
2021.06.23.14.54.32_veh-16_00301_00410,326,505,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,17.9
2021.06.23.16.54.19_veh-35_00016_00755,62,1320,Go straight at the traffic light. Briefly stop outside a building. Look for oncoming traffic before procceding. Follow the white vehicle. Turn into the left lane and stop at the red light. At the traffic light turn left. Stop behind the white vehicle.,Both,giovanni,./staging/labels - Jose Tapia.csv,125.8
2021.10.06.14.31.13_veh-28_00981_01226,497,1155,Look for oncoming traffic and turn right. Stop at the broken traffic light and look for oncoming vehicles before procceding. Turn into the left lane. Turn into the left turning lane. ,Both,giovanni,./staging/labels - Jose Tapia.csv,65.8
2021.06.09.14.58.55_veh-35_01095_01484,1341,1693,Merge into the left turn lane and stop.,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,35.2
2021.07.16.02.53.40_veh-17_00016_01588,2021,2384,"Stop behind the vehicle that is front. Go, and come to a stop once again at the red light.",Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,36.3
2021.07.09.20.59.12_veh-38_01853_02043,4,324,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,32.0
2021.06.14.14.25.15_veh-26_03675_03860,469,648,Switch to the right turn lane to enter the next street. Stay on the left turn lane. Stop at the red light.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,17.9
2021.07.16.01.22.41_veh-14_01737_01980,193,532,"Follow the vehicle in front. Speed up, and pass the vehicle in front. Merge into the right lane.",Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,33.9
2021.09.15.13.12.49_veh-39_00645_00802,123,351,Briefly stop and continue to move when the vehicles infront start moving. Wait for the vehicle in front to merge into the left lane before procceding.Briefly stop and continue moving when the vehicles in front start moving. Wait for the vehicle in front to merge into the left lane before proceeding.,Both,giovanni,./staging/labels - Jose Tapia.csv,22.8
2021.06.14.18.42.45_veh-12_01345_01523,55,707,Stop at the red light. Go when the light turns green and follow the vehicle that is in front. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,65.2
2021.05.12.19.36.12_veh-35_01400_01643,1022,1205,"Follow the white vehicle in front, briefly come to a stop and continue. ",Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,18.3
2021.06.14.13.27.42_veh-35_02117_02272,314,533,Slowly come to a stop behind the white vehicle during a red light. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,21.9
2021.06.09.18.23.43_veh-35_00799_01004,88,623,Turn left at the green turn light. Continue. Stop at the red light. Procced during the green light.,Both,giovanni,./staging/labels - Jose Tapia.csv,53.5
2021.06.23.16.54.19_veh-35_01277_01592,389,1010,Stop at the red light. Wait for pedestrians and oncoming traffic before making a right turn at the traffic lights. Briefly stop and look for vehicles before proceeding. Stop at the red light.,Both,giovanni,./staging/labels - Jose Tapia.csv,62.1
2021.06.23.14.58.13_veh-35_02037_04783,1505,1916,Follow the white vehicle. Stop at behind the white vehicle during the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,41.1
2021.05.12.22.28.35_veh-35_01175_02127,15,708,Stop at the red light behind the red vehicle. Turn left at the traffic light and continue. Stop at the red light. Continue going straight. ,Both,giovanni,./staging/labels - Jose Tapia.csv,69.3
2021.06.14.13.27.42_veh-35_00353_00531,288,550,Switch and merge into the right lane.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,26.2
2021.06.14.13.28.41_veh-12_02845_03153,615,1491,Stop for the pedestrians walk. Continue. Stop at the red light. Turn left at the intersection. Switch and merge into the right lane. Stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,87.6
2021.08.17.18.54.02_veh-45_01103_01238,425,591,Look for oncoming vehicles before procceding back into the lane. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,16.6
2021.06.09.12.51.31_veh-35_00007_00089,62,281,Look for oncoming vehicles before procceding.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,21.9
2021.08.17.15.02.08_veh-45_02452_02521,133,293,Take a right at the next right. Stop. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,16.0
2021.08.17.16.48.45_veh-43_03137_03245,346,532,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,18.6
2021.06.09.14.50.36_veh-26_01209_01393,159,594,At the intersection stop at the red light. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,43.5
2021.06.14.18.33.41_veh-35_00224_00344,353,545,Wait for pedestrians at the crosswalk before taking a right. Enter diamond seven star taxi & Limos. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,19.2
2021.06.23.14.06.20_veh-26_02505_02775,338,951,At the green light procced forward. Stop behind orange vehicle. Procced at the green light. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,61.3
2021.10.06.13.21.47_veh-28_00262_00334,19,183,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,16.4
2021.07.09.01.37.16_veh-26_01726_01793,10,267,Look for oncoming traffic before procceding. Stop behind a black vehicle. Turn right at the crosswalk.,Both,giovanni,./staging/labels - Jose Tapia.csv,25.7
2021.06.14.11.44.56_veh-35_00453_00731,931,1248,"Wait for the pedestrians before making a turn at the crosswalk. Slow down, and enter the diamond services taxi. Stop",Both,giovanni,./staging/labels - Jose Tapia.csv,31.7
2021.09.15.16.17.26_veh-28_00937_01074,122,658,Make a quick stop to avoid a collision with the white vehicle making a turn. Procced once the vehicle passed the intersection. Make a brief stop. Procced. Stop at the red light. Turn left at the intersection. Stop at the stop sign.,Both,giovanni,./staging/labels - Jose Tapia.csv,53.6
2021.09.15.13.52.55_veh-39_00016_00122,353,512,At the stop sign and merge into the right lane. Turn left to avoid the truck.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,15.9
2021.10.11.08.31.07_veh-50_00005_00242,692,858,Turn left at the next intersection. Follow the arrows on the floor and enter the building.,Both,giovanni,./staging/labels - Jose Tapia.csv,16.6
2021.10.06.19.27.33_veh-28_00302_00794,1519,2196,Stop behind the black vehicle. Take a right at the intersection. At the next intersection make a stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,67.7
2021.10.01.18.26.05_veh-28_01689_01890,350,688,"Turn and merge into the right turning lane. Turn right. Look for oncoming traffic at the intersection, and make a right turn. Stop. ",Both,giovanni,./staging/labels - Jose Tapia.csv,33.8
2021.06.14.13.27.42_veh-35_03806_03990,88,248,Turn and merge into the right lane.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,16.0
2021.06.14.13.28.41_veh-12_02070_02140,108,337,Turn left. Turn and merge into the right lane. Stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,22.9
2021.09.15.15.34.53_veh-28_01639_01805,392,628,Turn right to go around the vehicle in front. Stop at the red light. Turn and merge into the left lane.,Both,giovanni,./staging/labels - Jose Tapia.csv,23.6
2021.08.17.17.17.01_veh-45_01796_02069,117,1073,"At the intersection turn right. Merge into the left turning lane, and make a stop at the intersection. Turn left. Stop behind the black vehicle. Stop at the red light. ",Both,giovanni,./staging/labels - Jose Tapia.csv,95.6
2021.08.17.16.57.11_veh-08_00206_00331,423,588,Merge into the left turning lane. Look for oncoming traffic.,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,16.5
2021.06.09.14.03.17_veh-12_03678_03787,169,436,Follow the black vehicle and turn right at the crosswalk. Turn into the diamond taxi services. Merge into the right lane. Stop.,Both,giovanni,./staging/labels - Jose Tapia.csv,26.7
2021.08.17.14.45.12_veh-42_00542_00803,691,1102,Turn and merge into the left lane. Stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,41.1
2021.06.14.14.03.45_veh-38_03777_04059,685,1089,Wait for the black vehicle in front to turn right. Wait for the pedestrians walking at the crosswalk before turning right. Enter the diamond services.,Both,giovanni,./staging/labels - Jose Tapia.csv,40.4
2021.06.09.12.51.31_veh-35_00852_01020,267,652,Slow down for the speed bump and procced. Turn and merge into the left lane. Stop at the stop sign. Slown down for more speed bumps. Turn left. Go next to the building and stop.,Both,giovanni,./staging/labels - Jose Tapia.csv,38.5
2021.10.06.14.31.13_veh-28_00223_00350,252,461,Stop at the stop sign. Turn right. ,Both,giovanni,./staging/labels - Jose Tapia.csv,20.9
2021.06.14.18.13.35_veh-26_02441_02514,195,358,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,16.3
2021.09.15.14.50.05_veh-28_00578_00896,766,1241,At the upcoming intersection turn right. Turn and merge into the left lane. ,Both,giovanni,./staging/labels - Jose Tapia.csv,47.5
2021.10.06.19.27.33_veh-28_00302_00794,1065,2162,At the uncoming intersection stop at the red light. Turn right. Stop behind the black vehicle. Turn right at the intersection. At the next intersection stop at the red light.,Both,giovanni,./staging/labels - Jose Tapia.csv,109.7
2021.06.09.14.03.17_veh-12_02584_02970,605,1107,"At the intersection, make a left turn. Make an emergency stop for the ambulance. Proceed with the initial left turn. At the next traffic light, make a stop.",Both,giovanni,./staging/labels - Jose Tapia.csv,50.2
2021.06.23.20.00.35_veh-35_00130_00949,1746,2349,Stop at the red light. Continue going straight after.,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,60.3
2021.10.01.17.52.06_veh-28_00327_00427,340,492,"Make a stop at the crosswalk, and wait for pedestrians and oncoming traffic to finish passing before continuing straight.",Both,giovanni,./staging/labels - Jose Tapia.csv,15.2
2021.06.09.14.03.17_veh-12_02213_02304,60,298,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,23.8
2021.09.15.14.50.05_veh-28_02133_02222,106,276,Turn and merge into the correct lane. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,17.0
2021.10.06.17.08.46_veh-28_00016_00116,200,357,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,15.7
2021.06.14.17.26.26_veh-38_05048_05270,283,536,At the intersection make a left turn. Turn and merge into the right lane.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,25.3
2021.06.14.20.14.09_veh-26_00024_00237,179,741,At the intersection make a left turn. Turn and merge into the right lane. Stop behind the white vehicle. ,Both,giovanni,./staging/labels - Jose Tapia.csv,56.2
2021.06.23.17.31.36_veh-16_00634_01421,239,697,Turn and merge into the left lane. Make a stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,45.8
2021.06.14.16.32.09_veh-35_01620_01699,196,357,Follow the white vehicle in front.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,16.1
2021.10.11.07.47.13_veh-50_01190_01452,919,1091,Turn and merge into the left lane. Turn left. Merge into the right lane. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,17.2
2021.08.17.16.48.45_veh-43_01837_02038,635,959,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,32.4
2021.06.09.12.39.51_veh-26_02901_02978,42,256,"Slow down, and turn and merge into the right lane.",Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,21.4
2021.07.09.20.26.06_veh-35_02793_03289,1221,1419,Merge into the right lane over. Turn into the diamond seven star.  ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,19.8
2021.10.11.07.12.18_veh-50_00866_01534,230,1259,"Merge into the left turning lane. Look for oncoming traffic before turning left. Make a stop at the red light. Merge into the right lane to avoid the delivery truck. Merge back into the original lane and turn left. Turn left at the next street. Stop at the stop sign and look for oncoming traffic. Turn left. At the upcoming stop sign, make a stop.",Both,giovanni,./staging/labels - Jose Tapia.csv,102.9
2021.09.15.13.52.55_veh-39_01385_01446,91,253,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,16.2
2021.06.14.13.28.41_veh-12_01779_02059,977,1193,Slow down for the pedestrian walking. Procced after. Stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,21.6
2021.10.06.19.27.33_veh-28_00016_00079,122,304,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,18.2
2021.07.09.20.59.12_veh-38_05697_06861,933,1432,Wait for the pedestrians running to finish crossing before turning left. At the next traffic light stop. ,Both,giovanni,./staging/labels - Jose Tapia.csv,49.9
2021.10.01.17.52.06_veh-28_00450_00599,559,731,Slow down and stop and wait for the vehicle to move from the middle of both lanes before procceding.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,17.2
2021.07.09.01.37.16_veh-26_01336_01396,107,261,Wait for the pedestrians crossing and oncoming traffic before making a right turn.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,15.4
2021.08.17.19.18.39_veh-08_00696_00823,152,484,Turn right at the upcoming intersection with the pedestrians crossing sign. Stop at the stop sign.,Both,giovanni,./staging/labels - Jose Tapia.csv,33.2
2021.06.14.16.32.09_veh-35_03231_03426,818,968,Stop behind the black vehicle. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,15.0
2021.07.09.23.23.48_veh-26_00054_01295,2045,2543,Briefly stop behind the black vehicle. Stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,49.8
2021.06.09.11.54.15_veh-12_00689_01229,1437,2010,Merge into the right lane.  Make a stop at the upcoming intersection. ,Both,giovanni,./staging/labels - Jose Tapia.csv,57.3
2021.10.01.13.28.54_veh-28_00094_00181,130,311,Make a stop at the stop sign.,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,18.1
2021.06.14.13.28.41_veh-12_01313_01541,580,865,Turn right once the pedestrians finish crossing. Turn into the diamond services. Turn into the right lane and stop behind the white vehicle. ,Both,giovanni,./staging/labels - Jose Tapia.csv,28.5
2021.06.09.12.51.31_veh-35_01587_01718,448,617,Stop at the red light. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,16.9
2021.10.11.07.47.13_veh-50_00736_00843,89,355,Merge into the left turning lane. Turn left. Look for oncoming traffic at the intersection. Turn left.,Both,giovanni,./staging/labels - Jose Tapia.csv,26.6
2021.06.09.14.50.36_veh-26_05326_05387,92,257,Merge one over into the right lane. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,16.5
2021.06.09.17.23.18_veh-38_04163_04245,157,383,Slow down for the speed bumps. Stop at the red light. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,22.6
2021.07.09.20.59.12_veh-38_03292_04331,1661,1965,Follow the white vehicle. Stop behind the white vehicle. ,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,30.4
2021.07.16.16.08.35_veh-35_00805_01292,1142,2193,"Merge into the right lane, and come to a stop at the red light. Follow the white vehicle. ",Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,105.1
2021.10.01.17.52.06_veh-28_01622_01687,75,300,Turn slightly left to avoid the deliverly truck. Turn left at the intersection. Turn right at the upcoming crosswalk. ,Both,giovanni,./staging/labels - Jose Tapia.csv,22.5
2021.06.09.18.23.43_veh-35_00799_01004,227,764,Stop behind white vehicle. Follow the white vehicle. Make a stop at the upcoming traffic light.,Both,giovanni,./staging/labels - Jose Tapia.csv,53.7
2021.06.09.14.58.55_veh-35_02476_02569,70,365,Stop at the red light. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,29.5
2021.10.01.14.20.36_veh-28_00931_01128,745,908,Turn left at the intersection. Merge into the right lane behind the red truck. Stop behind the red truck.,Both,giovanni,./staging/labels - Jose Tapia.csv,16.3
2021.07.09.01.37.16_veh-26_01336_01396,8,260,Look for oncoming vehicles before procceding. Stop at the stop sign. Look for oncoming vehicles or pedestrians before turning right.,Both,giovanni,./staging/labels - Jose Tapia.csv,25.2
2021.06.14.13.27.42_veh-35_00842_00940,123,341,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,21.8
2021.06.14.18.42.45_veh-12_01345_01523,193,578,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,38.5
2021.06.14.11.44.56_veh-35_02064_02388,556,1262,Stop at the stop sign. Look for oncoming traffic before turning right. Slow down for the speed bumps. Turn the second furthest left lane. Stop at the red light. Turn left at the intersection. ,Both,giovanni,./staging/labels - Jose Tapia.csv,70.6
2021.06.14.18.42.45_veh-12_02737_02967,360,965,"Slow down, and merge into the right lane behind the red vehicle. Stop at the red light. Merge into the right one. Speed up and merge back into the left lane. ",Both,giovanni,./staging/labels - Jose Tapia.csv,60.5
2021.06.09.14.03.17_veh-12_02011_02101,290,440,Slow down for the speed bumps. Stop at the red light. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,15.0
2021.06.14.16.48.02_veh-12_02861_03047,2,518,Slow down and follow the white vehicle. Stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,51.6
2021.06.14.18.42.45_veh-12_04620_04742,28,472,Merge into the left lane behind the red vehicle.,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,44.4
2021.06.14.18.42.45_veh-12_01762_02072,342,1046,Look for oncoming vehicles before merging into the right lane. Stop behind a truck. Merge one over into the right lane.,Both,giovanni,./staging/labels - Jose Tapia.csv,70.4
2021.09.15.13.12.49_veh-39_01532_01687,436,682,Follow the vehicle in front. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,24.6
2021.06.09.14.58.55_veh-35_03312_03379,112,322,Wait for the pedestrians to finish crossing and turn right.  ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,21.0
2021.06.09.14.50.36_veh-26_03061_03152,184,348,Merge one over into the right lane. ,Dynamic Referential,giovanni,./staging/labels - Jose Tapia.csv,16.4
2021.06.14.18.42.45_veh-12_00547_00777,568,1138,Look for oncoming traffic before merging back into the left lane. Stop at the upcoming red light.,Both,giovanni,./staging/labels - Jose Tapia.csv,57.0
2021.10.06.17.43.07_veh-28_00933_01014,56,384,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,32.8
2021.06.09.14.03.17_veh-12_00294_00364,183,343,Stop behind the white vehicle. ,Ambiguous,giovanni,./staging/labels - Jose Tapia.csv,16.0
2021.07.09.01.37.16_veh-26_04224_04293,89,334,Stop at the red light. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,24.5
2021.08.17.16.48.45_veh-43_03137_03245,17,515,At the next intersection turn right. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,49.8
2021.05.12.19.36.12_veh-35_00568_01168,1222,2431,Stop at the red light. Speed up and merge one over into the right lane. Merge into the right turning lane now. Merge one over to the left lane to avoid traffic cones. Merge back into original lane.,Both,giovanni,./staging/labels - Jose Tapia.csv,120.9
2021.10.11.07.47.13_veh-50_00886_00952,18,215,Follow the arrows in the floor. Look for oncoming traffic before turning left.,Both,giovanni,./staging/labels - Jose Tapia.csv,19.7
2021.06.14.13.27.42_veh-35_01160_01331,44,483,Turn left at the intersection. Follow the white vehicle. ,Both,giovanni,./staging/labels - Jose Tapia.csv,43.9
2021.06.09.14.50.36_veh-26_04746_04837,166,392,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,22.6
2021.10.06.17.43.07_veh-28_01354_01536,100,475,Merge into the left lane to avoid the delivery truck. Merge back into the original lane. Stop at the stop sign and turn right.,Both,giovanni,./staging/labels - Jose Tapia.csv,37.5
2021.06.09.18.23.43_veh-35_01232_01405,384,569,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,18.5
2021.06.23.18.23.38_veh-26_01238_01416,376,797,Turn right after pedestrians finish crossing. Make a stop behind the gray vehicle. look for oncoming vehicles before merging back into the left lane. ,Both,giovanni,./staging/labels - Jose Tapia.csv,42.1
2021.10.06.14.31.13_veh-28_00981_01226,999,1158,Stop at the red traffic light. Prepare to turn left.,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,15.9
2021.10.11.05.34.05_veh-50_02309_02677,386,1161,Follow the orange vehicle. Merge into the left turning lane. Turn left. Merge into the right lane. Merge futher into the right turning lane. Turn right. Turn right ,Both,giovanni,./staging/labels - Jose Tapia.csv,77.5
2021.09.15.13.12.49_veh-39_00135_00467,853,1583,Turn right at the intersection. Merge into the middle lane. Stop at the stop sign. Turn left. Merge onto the left lane to avoid the red vehicle. At the next stop sign make a stop. Look for oncoming traffic.,Both,giovanni,./staging/labels - Jose Tapia.csv,73.0
2021.06.14.14.03.45_veh-38_01018_01144,362,541,Stop at the red light. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,17.9
2021.06.14.14.03.45_veh-38_01624_01811,449,832,Turn left at the intersection. Stop at the next traffic light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,38.3
2021.06.09.18.23.43_veh-35_00555_00726,509,819,Stop at the red light. At the intersection prepare to turn right.,Both,giovanni,./staging/labels - Jose Tapia.csv,31.0
2021.07.09.01.37.16_veh-26_03306_03373,72,267,Merge into the left lane. Stop at the red light. ,Both,giovanni,./staging/labels - Jose Tapia.csv,19.5
2021.10.11.02.57.41_veh-50_01028_01289,919,1117,Follow the arrows. Stop. Look for oncoming traffic. Turn left. ,Ambiguous,giovanni,./staging/labels - Jose Tapia.csv,19.8
2021.10.11.08.31.07_veh-50_01750_01948,608,854,Merge into the right lane to avoid hitting the vehicle. Merge back into the original lane. Merge once more to the left turning lane. Wait for the pedestrian to cross. Turn left.,Both,giovanni,./staging/labels - Jose Tapia.csv,24.6
2021.06.09.12.39.51_veh-26_01653_01919,1097,1323,Stop at the red traffic light. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,22.6
2021.06.14.13.28.41_veh-12_04719_04892,274,668,Turn left at the intersection. At the next traffic light make a stop. ,Both,giovanni,./staging/labels - Jose Tapia.csv,39.4
2021.06.09.20.26.11_veh-35_00825_00942,376,545,Stop behind the red vehicle. ,Static Referential,giovanni,./staging/labels - Jose Tapia.csv,16.9
2021.08.17.16.48.45_veh-43_02070_02652,448,660,Stop at the stop sign. Turn left. At the next stop sign make another stop. Turn right. ,Both,giovanni,./staging/labels - Jose Tapia.csv,21.2
2021.06.14.13.28.41_veh-12_04719_04892,225,464,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,23.9
2021.06.09.17.23.18_veh-38_05423_05550,235,566,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,33.1
2021.09.15.16.17.26_veh-28_01450_01544,235,566,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,33.1
2021.06.23.20.43.31_veh-16_00016_00216,595,821,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,22.6
2021.06.23.15.18.10_veh-26_00016_00143,466,624,Turn left at the intersection. ,Ambiguous,giovanni,./staging/labels - Jose Tapia.csv,15.8
2021.06.09.14.50.36_veh-26_05055_05138,147,307,Merge into the left lane. Slow down and stop behind the black vehicle. Merge into the further left lane.,Both,giovanni,./staging/labels - Jose Tapia.csv,16.0
2021.09.15.14.27.22_veh-39_01166_01252,52,375,,Non-Referential,giovanni,./staging/labels - Jose Tapia.csv,32.3
2021.09.15.16.17.26_veh-28_00772_00880,239,471,Stop at the red light. Merge into the left lane. ,Both,giovanni,./staging/labels - Jose Tapia.csv,23.2
